business_name,review_id,rating,text,time_created
Pepenero,sMktpW78g08V5pgMTrh00g,4,"Near the Holiday inn express! I was just walking and saw lots of people at the pepenero rest. Lets tray ro eat and spend time , I thought! I ask a CARPACCIO...",2018-07-30 15:43:10
Morito,UUVdqVqLOyI1o0p_LaYIsg,5,"This is it , the best #tapas in #London! 

I popped in here right round 6 pm cuz 1. I didn't have lunch and hungry! 2. They don't take reservations. The...",2016-06-14 11:53:55
Morito,aEshQopE7plrDnQQiHwTnA,4,Had dinner with a friend here last Wednesday. Whilst the tapas are expensive -£9!! or so- and we commiserated how we can get the same items in Spain for...,2023-01-29 01:06:45
Morito,ADlBwstCwBqlYfBVuqvM0w,5,Cute tapas place and great date spot for couples and double dating! Make sure you have a reservation as the place isn't very big. The first time we came...,2021-08-13 11:06:39
Madison,U5Og0eJmsTQzJkPiYEia7w,4,"Nice Rooftop Bar across from St. Paul's Cathedral.
Full Bar specializing in cocktails.
There is a full restaurant behind the terrace bar, it seems a DJ...",2023-02-13 05:12:34
Madison,SgLggZaYBGpgYF4Z24PlAw,4,Aslam was soo great! He was attentive and gave special attention to our table. The chicken and waffle's were good- just wish it was bone in. Definitely a...,2022-10-23 11:09:10
Madison,psgpxM9fSkFp1BuCXaw2Eg,5,"I took my friend for my birthday there, and we absolutely loved it. Amazing atmosphere, views are to die for super attentive, friendly and professional...",2023-02-18 04:00:43
Honest Burgers Borough,uLBxkTHrcUXkuK1UUDkh9A,5,"Passed this place heading back to
Our hotel. Figured we'd grab a bite before it got too late. We were truly happy that we stopped! It was a small place,...",2022-10-06 16:38:58
Honest Burgers Borough,VG0cI3H_w5yHiY8-vDmdGA,4,"Oh I absolutely love this place and the freshness of their food. I was so hungry forgot tot click pictures before eating.

 The place is beautiful and plays...",2022-08-04 10:32:23
Honest Burgers Borough,bDefX1_--ckbP_6OIuNPwg,5,I have celiac disease and has been craving a burger forever and Honest Burger more than hit the spot. The rosemary salted chips were divine and cooked in a...,2022-11-04 20:31:59
Fishcotheque,y6Fim7b-_84w727CBnh_vA,5,"This little hole in the wall is very close to an underground terminal station. Yes, the place is small; however, the food is definitely fresh and the...",2022-12-03 09:19:50
Fishcotheque,kUQ3l81X9ciyYhuBaTNftg,3,We went here based on all of the good reviews. We ordered one medium cod with chips and one plaice with onion rings (they let us substitute). The plaice was...,2022-10-04 13:46:31
Fishcotheque,TRXQufoJbgy7IfiDKvCVlw,5,First stop in London...Fish and Chips at Fishcotheque! This spot did not disappoint and it a small quaint establishment. I loved all the decor and the staff...,2022-07-10 15:31:30
Sartori Restaurant,oNq84_YUz7O6u6wxSIWLpg,5,"Great Italian food and service.  Sartori was recommended by our hotel and did not disappoint.  We had pasta, but the pizza also looked amazing.  We even...",2022-09-04 13:13:51
Sartori Restaurant,O-5f4kdDhJlgEU3WJK76LA,5,"The entire family loved our meal at Sartori! The service was fast and friendly. We got the spaghetti pomodoro, pizza margarita and a pasta with aubergines...",2022-07-14 13:48:13
Sartori Restaurant,_67350DDb1D5j6y4APuwjw,2,"This was one of the only restaurants with a kitchen open after 10 so we went. The food was not good, every pasta dish was over cooked and bland. The service...",2022-06-26 14:47:19
Andrew Edmunds,J2faEd8acrtzPWiqfl2dKg,5,"This place is a gem! 

We were walking by on our first afternoon in town and looking to find a late lunch, which can be hard.  Some guys were sitting...",2017-10-02 11:38:04
Andrew Edmunds,MOuhFVpKRGXldig1vgs-cw,5,Cozy with great food and service.  Had sole and gnocchi for main course followed by Mince pie and rice pudding - all were fabulous!  Hope to return when...,2021-12-07 13:44:53
Andrew Edmunds,TMoNr_bGV65NAKAyLRvTXQ,4,"Andy, our excellent waiter, was by far the best aspect of our dinner. He made you feel like you'd arrived at his home for a fun dinner party. He was...",2018-04-16 22:51:44
Honest Burgers Covent Garden,XVDvxadI_neLkFqSH7uxlg,5,"This is a GREAT burger place. I have been here twice - the first time I had the Moroccan burger, and the second time the Honest burger. 
Both selections are...",2022-07-26 09:13:53
Honest Burgers Covent Garden,J2wPIq79wMtDVTCQNPOSKA,5,The most popular burger chain in London (there's always a queue) - and for a good reason! They serve one of the highest quality burgers for a very decent...,2022-01-23 13:39:14
Honest Burgers Covent Garden,VSNYqQ84qZ2U-VO4LUS3GQ,5,"The food, service and ambience was great. My husband and l enjoyed the food. The service was quick.",2022-12-07 07:38:17
Lahore One,-yiOGGMGAGH7lHQ2VXAFTA,4,"Brilliant food at this really low key restaurant. It's far from fancy, and I wouldn't necessarily recommend it for a special occasion - it's not the right...",2013-09-30 15:22:41
Lahore One,6UeU4yYE3ojtSVaOV0xSvw,3,This place was a quick walk down from my hotel. I showed up during dinner time and there seemed to be about a 30 minute wait for tables. It's a small family...,2017-06-13 20:04:09
Lahore One,EdEfjydRV7AT7VN-_Squyg,3,"I would love to add another 5 star review to the raving ones that came before, just because the owners are just so lovely and friendly.  However, I just...",2014-11-12 09:57:14
Alchemy,Ji9z0MhgO7uuHAGgmLFwDw,5,"This place is bitchin', if anything's ever been. We stumbled upon it when we were seeking a cold drink to slurp down. We ordered the milk and honey over...",2017-06-20 10:54:03
Alchemy,fPuWwxOY1276I75OZipYFg,5,Worth going off the high street to stop at this small coffee shop where the delightful staff will make you a delicious drink. Had a flat white that was...,2022-04-22 00:36:03
Alchemy,kgjUaLRgGBC_nX7bs5BigA,5,"If you're in the area, go to this place.  It's small, good and what you'd need for coffee and sweets.  No frills and a small shop.  But damn good coffee.",2020-11-30 14:42:02
"The White Hart, SE1",ik48QGjby8uDNR2Ch3aMEw,5,"My first pub in London... got a table quickly, pint of cider and steak pie were great. Staff were friendly and nice.",2022-09-28 20:07:25
"The White Hart, SE1",ctV5SueYzV5y6HocMk2Ytg,5,Friendly bar tenders and enjoyable pub atmosphere. Pick 3 on the starter menus is fun to try a few bites,2022-06-19 11:08:34
"The White Hart, SE1",BIKc5AjWlcRcGdNB0PSCGg,5,"Really nice place, welcoming and genuinely nice staff. Variety of food and drink options. Located on a quiet street near the Waterloo station.",2021-12-17 05:25:50
The Folly,CDfkcUcf4Q4JzeGujxxUng,4,Wonderful brunch spot!   Absolutely loved all the decor. Nice long cocktail menu. I loved my drink. It was Pink and floral and perfect for summer.  We...,2022-08-21 10:40:16
The Folly,sGy5lvGhaTQ_NmHVHAHAxw,3,"I stopped by for a team breakfast and had high hopes but the reality fell short.

The chocolate muffin was bland as were the crumpets and lime marmalade (no...",2022-10-01 15:01:33
The Folly,m63soEGI9Tm6FNCfcsNHDQ,3,My sister and I stumbled upon The Folly mid-stroll during our most recent London visit. The interior is gorgeous! I would honestly recommend stopping by...,2022-09-06 22:29:52
Italian Bear Chocolate,UeCROuUHcRsZrxjQe-vfHg,5,"I came here with my wife because she saw the place on tik tok.  We had the triple chocolate cake with ice cream, a waffle, and a brownie. 

The cake was...",2023-02-15 03:56:44
Italian Bear Chocolate,42aOKSEJtnFjCea9MPHI0Q,4,A very cute little hot chocolate spot in London. My fiancé and I wanted something sweet after dinner and this place definitely met our needs. There is...,2022-12-04 13:14:04
Italian Bear Chocolate,jIe2ZnQWCx1n1C764ho_tw,5,"Thick, decadent hot chocolate with melted chocolate ladled over the sides of the cup?  Say no more! I have had this place bookmarked for years ever since I...",2022-05-19 01:16:10
Sushi Tetsu,wDvFcih5gi6eKppeoLmDIw,5,"For his birthday, my friend's only wish was to come here for an omakase and I cannot stop thinking about it! I had to make about 200 calls to get a...",2018-04-20 02:36:55
Sushi Tetsu,499xVzJp-No4e-eQcgwPFQ,3,If you have watched Jiro sushi on Netflix.  This is probably about as close as you get to it.  Only a few seats available in each seating and it is probably...,2019-09-28 16:50:08
Sushi Tetsu,2X0wxpnL3g2mLLhW_3Cs2w,5,"Such difficulty making the booking but it was worth it!  Just make sure you can block out about 15-30 minutes to press redial over and over again.

Had the...",2015-01-20 12:43:14
The Breakfast Club,0zwIOWJp5Ue8JLR4LHAjSg,5,"Very good food. Took recommendation from Yelp and it was very good. Service, food and coffee",2022-09-12 01:52:04
The Breakfast Club,wrOt77ZQliInP-egx2WEyQ,5,"Eggs Florentine - perfectly done and hot
Coffee Americano - hot and strong
French toast w/bananas and walnuts- needed more soaking before frying resulting...",2022-05-28 22:56:21
The Breakfast Club,36FpY1dO9RxABvTY6K4pEw,3,"Normally, when seated inside, I give this place 5 stars every time - intimate, cosy atmosphere, and very good food indeed. My family love coming here....",2022-10-30 11:45:17
Salt Yard,U3FSJB20urRnYlMJ-75hHQ,5,"One of those places that's nice enough from the outside, but come in and be greeted and seated and menued. That's when you see it, the wonderful food and...",2018-10-15 18:19:17
Salt Yard,FkFA2Xw0mm1ki5-E433dxg,4,Came here while waiting for the owner of the rental place to show up.  My friends and I stopped by with a lot of luggage and the staff was super nice in...,2018-04-13 11:29:24
Salt Yard,UoNQMnDctdJwYBadYF6-ew,4,"Didn't have reservations here but popped in, ended up sitting at their bar counter, which wasn't ideal for conversation but nice for people watching. We...",2019-07-03 11:22:49
One Canada Square Restaurant and Bar,Xmsm4TThypehaP60bwtsYQ,4,"Decent environment for a few drinks with colleagues; definitely on the pricy side so hopefully the boss is paying.

Loved the vibe there and especially feel...",2015-12-22 15:52:39
One Canada Square Restaurant and Bar,QjqW8XXsRb1tBPVwhe3MCw,4,"Quality place!

Nestled inside Canada Square is this lovely, classic bar/restaurant.

I organised a chat & chew session for my friends here and this place...",2014-04-27 06:24:11
One Canada Square Restaurant and Bar,-kqbhkF0NAFCgYTBuLG8dA,4,"I can't even review this page without thinking about that amazing dessert, I was MIND.BLOWN. A green tea and walnut sponge with caramel sauce, peanut ice...",2014-06-03 23:38:01
Rasa Sayang,YXioh66R9IyeJbUrso3d2w,4,"Extra delicious food! I absolutely loved my vegan soup and can't wait to order it again. This place is very popular, so arrive early or be prepared to wait...",2022-10-30 04:11:28
Rasa Sayang,QQfEhhknSYrjM8epY2f5JA,5,Super good . Stumbled upon chinatown and was looking for a good place to eat . This place didn't disappoint. There is a que to get in and patrons are pretty...,2022-10-25 22:04:03
Rasa Sayang,kkADI-rlcTb2mu5EipT6ew,3,"Terrible service, great food
This place located conveniently at the entrance of Chinatown. Very busy on a Monday lunch time when I visited thankfully I had...",2022-06-06 13:10:45
Koshari Street,a3qjvpYFdVFR_GfVIXehAg,5,"Tiny little Egyptian takeaway spot that's easy to miss, but since I was waiting to get keys made across the street, decided to stop by.  The menu was mostly...",2023-01-25 11:11:17
Koshari Street,qmGk76KzySHyPSfBfi3t8w,5,"Egyptian street food??  
Yum, absolutely yes. 
Both the Chicken and beef and lamb bowl were really delish. Lentils, roasted cauliflower, chickpeas, fried...",2021-11-29 01:42:24
Koshari Street,U0VhfZVVzdU4ve_8oFFQ4w,4,"Koshari Street is an Egyptian Chipotle-like fast casual restaurant . Their staple are bowls where you pick a base, a protein, and other toppings and sauces...",2021-11-06 06:28:20
StickyWings,BLwOzM1XxK4gBxSJFplqMw,5,"I've known about StickyWings for some time. Actually, since they were selling their wings across the pond at the Buffalo Wing Festival in Buffalo, New York,...",2019-03-19 09:10:11
StickyWings,cEy5iyqNmobsaitkihoV7g,1,"Got food poisoning here. Check if the wings are undercooked. 
.
.
.
.
Why do I have to make this review so long?",2019-11-10 05:24:28
StickyWings,sPQKd28B6XElw51B7bWO9Q,2,"I'm gonna keep this short and sweet.

I liked the idea of this being an Americana place to grab wings. The clue is in the title. They must know their wings....",2016-10-15 18:12:06
Gourmet Burger Kitchen,_WDsW_7JD7IOOAys893aig,4,"After months of walking by these burger joints, I was finally hungry enough- and in the area- to try one. It's true that if you've been to one of the many...",2020-01-21 14:16:59
Gourmet Burger Kitchen,zc5uoEIQJqyI-owljHanXw,1,"This place is not only CLOSED!
But BOARDED UP!  
So Much for my Burger craving!
Ended up with a Salad from PRET!‍",2022-02-13 09:52:00
Gourmet Burger Kitchen,Bt0b-UTps31DjBg1qpth1A,3,"I was craving a burger. I was told by the locals to come here. 

I was hungry after hours of walking to all of the top tourist spots in the area. I need to...",2020-02-28 14:00:38
Wagamama,l6w8Feup9CxkbF_OCt124A,4,"Simple, easy and cheap. A friend and I decided to meet for an impulsive dinner and wanted cheap and cheerful. In the area there isn't many options and I...",2016-03-03 12:41:45
Wagamama,BucDl5ceQ5TqbfbKkLIR5A,5,So freaking good! Our first time here and the spicy vegan ramen was AMAZING! The desserts were outstanding too! And easy pay online with QR code. And...,2022-07-25 04:50:58
Wagamama,LuqwIzkeXUdtIgTGEzpslA,2,"I came here for lunch with coworkers and we were unanimously disappointed with the service and food here. 

Wagamama is a chain that serves Asian dishes....",2018-01-02 09:27:22
Govinda's Restaurant,XYJxZMkOX4vpR5yDRBzrsQ,5,The best vegan/vegetarian food in london center! I am vegetarian and I always go to Govinda's because they have the most amazing variety of flavors. You can...,2018-06-03 00:34:36
Govinda's Restaurant,DhMAKGJhKgL8UaxxO3W6UQ,4,Nice place to escape the busyness of London streets for vegetarian Indian food. Cheap and fairly basic (kind of like a cafeteria) but nice place run by Hare...,2022-06-26 01:15:14
Govinda's Restaurant,vR_WQq_sPKyt4W69uLaLiw,5,"Great gluten free, vegan & veg thali. Chiptole concept for thali lovers. I like the creamy paneer; Dahl and mango lassi. Highly recommend for a quick &...",2022-07-26 04:43:40
The Coborn,kPcgxARMvYbaamaxskhipQ,4,What cozy Pub in East London with delicious food. The steak Diane and sticky toffee pudding was so tasty. Love that you can grab a pint and food and relax...,2019-06-17 18:12:41
The Coborn,b-0F97n_EE1dRz626yl8kw,4,"This used to be a standard pub and boy has it been transformed! Really lovely pleasant atmosphere, great for an after work drink, Sunday roast or a meal in...",2017-02-17 11:31:37
The Coborn,D_CoCJo3dXILZ6kwJRWPkw,5,Very nice place the food and the staff are great . Had a great day here in old east London .. So please come and try,2016-07-10 09:37:55
Brigadiers,dJNipqZafBBtSDPgJXozJQ,5,Busy upscale Indian near the Cannon Street station and where we were staying.  It's inside a nice shopping center with several other restaurants as well....,2022-10-20 16:10:17
Brigadiers,8zFBV9VqTBLKPj3GEh26Ig,5,This is the absolute best Indian food in London. It might be the best meal I've ever had in London. You can't go wrong with anything on the menu. The...,2022-12-27 06:39:02
Brigadiers,-ypb0P8fkiEaNxwUOTVVSQ,5,London is known for Indian food and Brigadiers didn't disappoint. We have tried so many type of Indian cuisines  and restaurants but nothing tasted or...,2022-07-04 15:39:50
Laughing Gravy,eLjKt5VXMiGq4Tx5AZWe7g,5,"Seriously a highlight of my trip.  Cocktails were great, wine was fabulous, service was great, and my meal was perfection.

I had the Monastrell, and...",2021-08-09 17:28:03
Laughing Gravy,dIF1wA3IBj86VX2gKrpjxw,4,We did t have reservations but they snuck us in due to a cancellation . Lovely restaurant. Servers were attentive and the restaurant had a mellow...,2021-12-08 21:13:05
Laughing Gravy,hM_d8E0g8ppjfoXa-DZlGA,5,"Came here while traveling and the location, service, and food were amazing! The location is not to congested and easy to walk to or drive and park. The...",2021-10-27 13:15:55
Franco Manca,V3S5pRXpGueUA7SbXinDnw,5,reviewing this place a few years after we had it last because someone was asking us for restaurant recommendations in london and right away -- franco manca...,2022-08-12 14:10:52
Franco Manca,6nRNT-yba0SDZyviqIOLkg,4,Loved this pizza place. Great food. Really good service and ambience. I had an amazing burrata salad and a spicy meat pizza. I was full and happy after....,2022-10-05 13:00:02
Franco Manca,0bgneGBzGvfDwmc-QcD2qg,5,Always a UK fave for me. The pizza is fantastic--thin crust that is cooked quickly in a scalding hot flame oven. Nice selection of topping choices. Friendly...,2023-01-31 08:30:45
Wild Food Cafe,N97NPeVJsC-n8-eSXXGJMA,5,"Right away, it's worth noting that this cafe is in the cutest area. There are tons of unique shops and spas around and when I went during the holidays, all...",2019-12-23 17:09:26
Wild Food Cafe,fh5QJ3sk4I9TL7AhjkrWPw,4,"Wild Food Cafe is a cute, cozy cafe offering some aesthetically pleasing vegan food.

For some reason, I didn't feel like the menu was very extensive, in...",2018-11-02 10:47:53
Wild Food Cafe,waC9KKMdWP6CUpEvCjgUhA,3,"Super vegan cafe, a little bit overwhelming. The cafe is on the second floor, and pretty small within Neal's Yard. Went at 1-2pm on a Saturday and it was...",2018-01-28 07:44:14
Le Pont de la Tour,ri-rKOHE9yyvp-QiP6Ovng,4,"Just going through old reviews and saw this one...

It was a while ago but I did end up coming for dinner when I was in London with my wife. Great food and...",2019-10-09 04:32:01
Le Pont de la Tour,3rj6L0nP7uasJf_O-HDcRQ,5,"Food was probably one of the best meals I've had in the past 6 months.   Service was exceptional.  The location is amazing, with views over Tower Bridge....",2022-04-11 04:56:23
Le Pont de la Tour,dBW9B2nMS5yP9NwH8ybRzg,2,"This restaurant has the prices of a fine dining establishment, but not the value. I ordered a mocktail for 10 pounds and got a wine glass full of ice. The...",2022-08-09 23:59:07
Street Feast Hawker House,Y0vdGDLCm4p6hN5IVIDQ9w,5,"Loved the vibe!
Loved the food!
Loved the atmosphere!

Tip is to get in before 7pm to avoid paying the entrance fee.

Good place to have a drink with...",2016-03-03 04:01:22
Street Feast Hawker House,lDSadjFidBDyhnjhuRqhDA,4,"I first discovered hawker house last year when I won tickets for the german fest on twitter. I was gutted when I missed out during the summer, but had a...",2016-04-17 09:21:58
Street Feast Hawker House,of8jcVWW_P1xFjFxiA4R9g,2,"If you're a foodie in London you've heard of Hawker House, Street Feast, Model Market and you've probably gone... 

Bringing great food companies / stalls...",2015-10-30 06:36:21
Milk Bar,eRLUAhydG2NPjzsviw6ZMg,5,"I had a giant nosebleed walking into this place, and after it stopped was left with a ton of bloody tissues. No trash cans anywhere - but somehow the nice...",2015-09-11 14:50:13
Milk Bar,l3Ljl2cLq-Ww6nGBhIwm2A,4,"A beautiful cafe
If u are tired，u could have a cup of latte
If u are sleepy，u could have a cup of Americano
If u need a peace space，u could go to MILK",2016-10-05 10:38:05
Milk Bar,Ng2lbr4GReOkO57rUTyB0A,5,"Sister cafe to nearby Flat White, this trendy joint in Soho knows coffee. Proper coffee. If you're into that strong, unburnt long black (yes, they actually...",2017-09-27 12:46:18
Nando's,ajiA2G5FkJ_8_vC2XAqesQ,4,I really wish this fast casual chain would make it California.  It's simple because it's various permutations of grilled chicken and sides.  But it's...,2019-09-28 13:12:35
Nando's,W9jmOO0SgBqLubD1LZmtBw,3,"Had a super long wait to get in - this is important as perhaps it inflated my expectations and resulted in my moderate disappointment. Once I got in, I...",2020-08-13 16:36:35
Nando's,eeT0DKT8LvS41j-F2NPSCw,3,I ordered a chicken pita sandwich with a side salad. The chicken was very dry... more like a dry chicken pita sandwich. I had to go and grab some extra...,2012-06-25 04:24:01
Flesh & Buns,VwXMlkO-oSM9xiyhijz1Cg,5,"We love this restaurant every time we are in London. They have great saki, and all of the menu items are excellent.",2023-01-15 06:49:45
Flesh & Buns,FBRwY7MIwQOsxfUA3KKmzQ,4,"Duck leg bun 8.32/10- the duck was huge and I liked that we were able to shred it ourselves and put it in the buns. Incredibly fresh, juicy, and tender...",2022-07-24 19:31:45
Flesh & Buns,39DhWPPSuu8jtkkGLOQNxA,4,"It's a fun dinner. And good isn't bad to boot. 
But it's mainly a fun get together. 
My first time here. I'm familiar with their other restaurant...  I...",2020-02-01 12:52:11
Tom's Kitchen,zcwIdLiwr46RAj5aLNPr2A,3,"Basic restaurant in the Canary Wharf area. Ok food and not too expensive,  Best of all, we were able to get a table, sit and hear each other.",2019-01-21 07:20:01
Tom's Kitchen,Qyxfk_WZsofhoH4tehWRvg,4,"A strong 4 stars for our recent brunch visit to Tom's Kitchen... 

Here are my notes: 
 -bloody mary
-Slovenian wine
-excellent service
-chicken schnitzel...",2015-02-22 13:22:59
Tom's Kitchen,hQt3LRoJAeNG8C8T_SuFHw,4,"Although our recent trip to London involved a lot of family fun, our initial reason for the trip was due to a competition win via the Stylist/Emerald Street...",2014-11-20 10:49:07
The Veggie Table,HeTeIo7MpBNXIm2XvxRpuQ,5,"Now called 'BigV' at Borough Market.

The burgers are to die for and really huge. 

Definitely recommended.",2018-02-17 02:54:31
The Veggie Table,IAgYsYR1Q-370XkU8zl5Hg,4,"Vegan-friendly burger stand in not so vegan -friendly Borough Market. What a breath of fresh air!  

Very limited selection, only 2 types of burgers and a...",2014-10-22 14:03:27
The Veggie Table,s8BpQSpKbU1nN1IZ8EEeIQ,5,Amazing burgers.  The young lady was very kind and friendly.  Taste was fully there was surprised to be honest.  These burgers make you not miss eating...,2018-08-10 07:59:38
Rapsa,oChzcHdrms7xEyAP0hJ3_w,5,"Delicious veg food and excellent portions! Win!!!

I paused to look at the menu here en route to Howl at the Moon for ciders. I came back after as I liked...",2016-03-05 14:28:12
Rapsa,AFsh8Rr_x1L0Vfp0nrbhBg,5,This restaurant had really good food and there Ube milkshake is to die for I tried there sisig and it was everything I was hoping for flavourful and spicy I...,2022-07-02 06:25:00
Rapsa,cVBgBunNzmJz2HcgTgz93Q,5,Hidden gem on the end of Hoxton Market. Lovely cosy atmosphere. Plates are small designed for sharing. Menu was limited due to COVID but will visit again...,2020-08-09 03:56:01
O Ver,7PvCsMfSgBAb1VXn2RW7Mw,5,"Amazing, authentic Italian.  It's tiny so it can be tough to get a reservation but the hostess offered a table at the window bar and it was nice to watch...",2022-11-18 08:43:19
O Ver,g6VH5umAw_ZpxfawT3uX7Q,4,Went in for a dinner - it was busy.... We sat outside and waited for a table. Had a glass of wine and were seated at a nice table.  Compact space but they...,2022-12-14 21:14:58
O Ver,ROTbsQI8o5blX5fncsX6rA,4,I've ordered takeout here many times and absolutely love the quality and flavors. The pizza is incredible. That is crust that I dream about! The meatballs...,2022-09-29 19:12:31
Sagar,RlWKe6Z10bekqLnxuFXXew,4,"The food was great.

I also had pretty good prices.

The service was rather slow.
Put in their defense they only had three people working there serving like...",2022-12-28 10:51:51
Sagar,XHEooSMxcVzq-Y6ChLbtRg,3,"We had Paper Paneer Dosa and Sagar Special Dosa.
Paper dosa was okaish, not much of paneer in the filling though. Sagar Special Dosa was quite good and...",2023-02-20 05:33:35
Sagar,WDaGi58c-3qnZMYuqbV6qg,5,"Did someone say Thali??!! Still phenomenal, outstanding food. I didn't expect a three year break between visits but a pandemic seemed to get in the way. I'm...",2022-09-09 04:11:37
The Stable - Whitechapel,elCizWfRxINZow7fdqUToQ,4,"It was a Friday night and we all felt adventurous and looking for something a little bit different and new. We had heard of,and walked past a couple times,...",2016-07-30 02:43:31
The Stable - Whitechapel,x9Z9jK97icxkxP6zxh9xKA,5,"Best Pizza I have ever eaten!
Really! 
Thin, chrispy and a mouth watering taste. 

Tried different beers and the cured meat.

What a nice evening...:)",2016-05-08 13:17:21
The Stable - Whitechapel,lStQ_8QbucJQiYksqEp89Q,5,"I was lucky enough to be invited to The Stable's launch party in Whitechapel. The Stable originally had no London branches, so it was a big night as this...",2016-04-27 06:48:42
Soho Joe,FuA7M7pfEO3bJLuSjSmdlQ,5,Great brunch place with friendly staff and really good pancakes with sausage and bacon!,2020-03-07 16:30:10
Soho Joe,mLDkiSiM9vqrKYau6U61pw,3,Came to have breakfast at 10:30 AM on Saturday ad found it closed.  Ignore my rating since we didn't get to eat there. Call ahead to be sure it is open....,2022-04-30 03:03:28
Soho Joe,Xj9iQndZ5B4wgeuYC5oSEg,5,Went here with party of five. Only ordered a couple things but they were both excellent in flavor. The waitress was attentive and the place was well kept....,2018-10-25 11:21:20
10 Greek Street,PVZFOe3ZQ-gjH3CpGLL2_Q,5,"THE dinner spot to go to in London without breaking the bank. To top off the impeccable execution of meat dishes off, they have an affordable wine list so...",2017-04-30 14:56:21
10 Greek Street,BljbgB2-uzgeT52rIbGGpg,5,This place needs a recent review.   Woah.  The kitchen turns out some brilliant dishes.  The place is very unassuming but I would recco the chefs table so...,2022-03-10 11:05:54
10 Greek Street,64oQ85YARfjz0ZvtAXScew,4,What a pleasantly delicious find in Soho!  We didn't have reservations but we're lucky enough to snag seats at the kitchen bar.  Staff are friendly and...,2019-07-09 19:33:58
The Alchemist,D3oZsl_uq3Nl_xh5WeQ5pA,5,"Love the style of this place. 

We got stuck on a layover in london traveling back home to the states and wanted to grab a drink. This place is so trendy,...",2022-12-08 18:17:35
The Alchemist,9CHjJodczP8xOuymsLWFmA,3,"Drinks were very cute and out of the ordinary. 
Food: Id give it a meh
Ambience: like a quadruple STAR, even stratospheric
Service: Now this was a hit and...",2022-09-28 01:37:36
The Alchemist,iYqQ-gZ7_FlsqAv_0YqlTg,4,"I will start by saying the drinks and food here are incredible!! 

The service was a different story, but only because of speed. Our waiter also forgot to...",2022-08-08 15:02:05
Leggero,_ABXQoXXaMPUvNIbyFYI3w,5,"Delicious Italian food, easily some of the best I've had in a long time. But then you realize it's 100% gluten free and well... it's s really gem.
Small...",2020-01-26 13:53:25
Leggero,6AkYyz_CHrZbWDMCkgOOgg,4,"As someone who is gluten and dairy free, getting to eat a carb-laden meal was a treat! My friend wanted to eat Italian, so how rare to be able to...",2020-02-10 15:26:06
Leggero,GclfNGpfSCGHDnnyWiB2LA,4,"An absolutely delicious lovely place! The first night, we came in with a reservation -- and we were glad we did. It seemed like the staff were wary to seat...",2019-11-15 18:51:05
Byron,ZBZowxrJGeasl0IRSl1aQA,4,"Sup my fellow English Yelpers! Thanks to your input I was able to find a proper burger my first night in town. 
Byron did not disappoint. It's an American...",2019-06-30 11:51:49
Byron,Yqqjb5aZDfd8S_59LXidOQ,5,"If you're in the mood for a good burger and fries at a good price, this is your place! Coming from the US, I am used to restaurants carrying vegan burger...",2019-08-21 03:03:12
Byron,4foLLWQPTgIrDTsL3yehVQ,4,"So I can have a really nice burger, with a side of really lovely macaroni cheese? Where do I need to go? 

Came here, a little merry after a few cocktails,...",2016-07-24 08:35:42
Sheba,ohGMMK22cvoiqcAlNW3XEA,5,There are a lot of spots on Brick Lane. But most have a hawker out front trying to get you in the door. Not Sheba. They know they are great and the place is...,2022-09-18 09:08:32
Sheba,QokpEV4W0KzFriwxAS_OCA,5,"We enjoyed Sheba so much! Coming from NY, we have a lot of great Indian restaurants but this place is the bomb! My entire family enjoyed their meals and it...",2022-08-09 12:47:31
Sheba,0I5rmLxfHZ8W6v8rx5sICQ,2,"First off, this is one of 'those' Brick Lane places where guys try to hustle you outside and compete with each other with drink deals.  The deal isn't...",2022-08-06 12:47:17
The Japanese Canteen,gNeiUjZOB9iaEJ93aVez0A,3,This restaurant is nothing special in my opinion. This only deserves a comfort food since it is a cheap and okay taste. Recommended for only comfort food...,2021-07-21 00:53:32
The Japanese Canteen,bdRsTEVAaBzXKe-0bl6-hg,5,"The menu is small (as are the portions), but the food is excellent. The dining area is spartan and industrial, but not unpleasant. Service was great!",2022-12-10 12:58:07
The Japanese Canteen,UKZMVH8VuTn-0H_rC2vkrw,2,"Where do I start......

This restaurant is right behind The East London Hotel, making it a convenient choice for weary travelers to stumble to when first...",2020-05-21 00:14:50
Blueprint Café,gSKy8Zc6NzbEskqtHZWhdg,4,We found this place as my group wanted to have a little bit of a fancier dinner while visiting London. We saw their three course menu for only 25 pounds; it...,2020-04-19 02:48:45
Blueprint Café,C7Infpp6ZWXx_U2NGLsq1w,5,"Excellent Sunday Roast lunch. Great outlook over the river.
Three had the Roast Sirloin of Cumbrian Beef served with Yorkshire Pudding, Roast Potatoes,...",2018-07-08 13:54:35
Blueprint Café,gA3gxmRtBXqddhR77RPLbQ,4,"Had a trade association event here recently. Definitely a great place to enjoy the Thames from. Great view and perspective of Tower Bridge, and the food...",2018-12-05 12:20:09
Dirty Burger,OaIdiLLj0HZwtax1VtIzdA,4,"Dirty Burger unlike Byron, Five Guys and Honest Burgers does things more downscale while having upmarket burgers like having a shackhouse setting with hard...",2016-08-28 09:25:49
Dirty Burger,RXRfBS4X95MZV5SX9UY-4A,3,"This smelled great from the outside so I went in.

Staff:
Eh was just okay. First time it was a nuisance to pay cash here as they only wanted card and it...",2019-08-11 20:22:05
